MASV,HOTEN,PHAI,NGSINH,DCHI,DT,MACT,MANGANH,SOTCTL,DTBTL
SV2913,Huỳnh Huy Hồng,Nữ,2006-02-13,Bến Tre,0552937877,CLC,CNTT,,
SV2914,Đỗ Minh Hà Quang,Nữ,2002-04-25,Bắc Ninh,0830858779,CLC,CNTT,,
SV2915,Hoàng Tú Điền,Nam,2006-04-27,Tuyên Quang,0419318392,CQ,CNTT,,
SV2916,Bùi Đức Thanh,Nữ,2000-05-21,Cà Mau,0563229141,CQ,CNTT,,
SV2917,Đỗ Minh Lan,Nữ,2003-12-06,Hà Nội,0518514495,CTTT,CNTT,,
SV2918,Võ Hồng Quỳnh,Nam,1999-06-04,Cà Mau,0734180756,CLC,CNTT,,
SV2919,Trần Thị Kim Phương,Nữ,2000-10-25,Cà Mau,0484826302,VP,CNTT,,
SV2920,Đỗ Đức Long Quang,Nữ,2000-07-06,Quảng Nam,0850652080,VP,CNTT,,
SV2921,Lê Thị Kim Hồng,Nam,2004-05-23,Ninh Bình,0525619569,VP,CNTT,,
SV2922,Đỗ Văn Huy Thành,Nữ,2005-01-26,Hậu Giang,0682154375,CLC,CNTT,,
SV2923,Hoàng Quốc Việt Trường,Nữ,2003-08-08,Quảng Bình,0382985566,CLC,CNTT,,
SV2924,Võ Huy Đạt,Nữ,2004-01-12,Ninh Bình,0310466632,CLC,CNTT,,
SV2925,Huỳnh Hào Nam Bình,Nữ,2002-01-06,TP. Hồ Chí Minh,0710459118,CTTT,CNTT,,
SV2926,Huỳnh Văn Diệu,Nữ,2005-11-01,Ninh Bình,0538217670,CLC,CNTT,,
SV2927,Hoàng Văn Thắm,Nam,2004-04-23,Bắc Giang,0955208799,CLC,CNTT,,
SV2928,Lê Tú Quân Ngân,Nữ,2003-04-15,Đồng Tháp,0345153191,CQ,CNTT,,
SV2929,Lê Như Diệu,Nam,2004-03-08,Cà Mau,0337998515,CLC,CNTT,,
SV2930,Trần Hồng Thảo,Nữ,2003-08-23,Cà Mau,0626924550,VP,CNTT,,
SV2931,Trần Minh Khánh,Nữ,2002-12-11,Nam Định,0561027285,CQ,CNTT,,
SV2932,Hoàng Huy Tú Minh,Nữ,1998-07-11,Thái Bình,0788024994,CLC,CNTT,,
SV2933,Đặng Phương Hải,Nam,2002-01-22,TP. Hồ Chí Minh,0585835069,CTTT,CNTT,,
SV2934,Đặng Hồng Thùy,Nữ,2004-03-14,Đắk Nông,0717191164,CTTT,CNTT,,
SV2935,Lê Hào Nam Hồng,Nam,2004-11-15,Bạc Liêu,0856579765,VP,CNTT,,
SV2936,Đặng Văn Huy Minh,Nữ,1999-01-01,Đà Nẵng,0742205038,VP,CNTT,,
SV2937,Đỗ Tú Quân Thúy,Nam,2004-10-18,Hà Giang,0865923314,CLC,CNTT,,
SV2938,Đặng Hào Nam Trường,Nữ,2002-01-20,Hà Nội,0810756061,CQ,CNTT,,
SV2939,Nguyễn Phương Anh Thùy,Nữ,2002-05-06,Sóc Trăng,0360952578,CLC,CNTT,,
SV2940,Lê Hào Nam Ngọc,Nam,2000-06-10,Tuyên Quang,0957322228,CLC,CNTT,,
SV2941,Hoàng Phương Anh Ngân,Nữ,2000-09-02,Hậu Giang,0843804704,CQ,CNTT,,
SV2942,Trần Minh Lan,Nữ,2005-04-16,Phú Thọ,0985193577,CQ,CNTT,,
SV2943,Lê Như Thắng,Nam,2003-03-27,Thái Bình,0514286715,CTTT,CNTT,,
SV2944,Huỳnh Huy Tú Mai,Nam,2002-05-04,Long An,0455164033,VP,CNTT,,
SV2945,Đỗ Văn Tân,Nam,1998-07-12,Trà Vinh,0848222973,CTTT,CNTT,,
SV2946,Hoàng Thành Đức Thắng,Nữ,1998-10-19,Hưng Yên,0959775939,VP,CNTT,,
SV2947,Nguyễn Huy Hải,Nữ,2005-07-21,Bắc Giang,0855968761,CLC,CNTT,,
SV2948,Huỳnh Phương Dương,Nam,2002-04-07,Lạng Sơn,0708520076,CLC,CNTT,,
SV2949,Nguyễn Thị Tú,Nam,2004-07-28,Thanh Hóa,0578807041,VP,CNTT,,
SV2950,Phạm Phương Hải,Nam,2000-09-07,An Giang,0835001584,CQ,CNTT,,
SV2951,Võ Hào Nam Điền,Nam,2004-10-17,Lai Châu,0580573096,VP,CNTT,,
SV2952,Huỳnh Văn Bình,Nữ,2003-07-23,Tuyên Quang,0812296630,VP,CNTT,,
SV2953,Huỳnh Thị Kim Thành,Nữ,2004-08-25,Hải Dương,0843542058,CTTT,CNTT,,
SV2954,Phạm Văn Huy Hương,Nữ,2005-07-22,Kiên Giang,0885578600,VP,CNTT,,
SV2955,Đỗ Thành Tuấn,Nữ,1999-01-14,An Giang,0796131307,CTTT,CNTT,,
SV2956,Phạm Văn Trang,Nữ,2005-02-27,Hòa Bình,0772222321,VP,CNTT,,
SV2957,Hoàng Phương Anh Trúc,Nữ,2004-07-07,Gia Lai,0883714642,VP,CNTT,,
SV2958,Hoàng Huy Minh,Nam,2005-09-22,Bình Định,0627907726,CTTT,CNTT,,
SV2959,Lê Phương Anh Quang,Nam,2002-11-06,Nam Định,0427837073,VP,CNTT,,
SV2960,Võ Phương Anh Thùy,Nữ,2000-07-30,Ninh Thuận,0609562773,CTTT,CNTT,,
SV2961,Bùi Văn Tuấn,Nữ,2000-07-27,Hải Phòng,0311496997,CTTT,CNTT,,
SV2962,Huỳnh Thị Kim Anh,Nam,2001-09-12,Sóc Trăng,0575131446,CLC,CNTT,,
SV2963,Bùi Quốc Việt Thắm,Nam,2002-10-30,Hưng Yên,0689604523,CLC,CNTT,,
SV2964,Huỳnh Thành Đức Tân,Nữ,2000-01-16,Ninh Bình,0424594525,CLC,CNTT,,
SV2965,Võ Tú Diệu,Nam,2004-07-22,Nam Định,0682396119,CTTT,CNTT,,
SV2966,Đỗ Minh Hà Quang,Nam,2004-06-15,Thái Nguyên,0397399135,CLC,CNTT,,
SV2967,Hoàng Quốc Việt Hương,Nữ,2005-05-07,Bắc Kạn,0300878555,CLC,CNTT,,
SV2968,Nguyễn Thị Hòa,Nam,1999-07-23,Đồng Tháp,0790422845,CTTT,CNTT,,
SV2969,Huỳnh Đức Điền,Nữ,2006-05-28,Bến Tre,0692974837,VP,CNTT,,
SV2970,Huỳnh Đức Long Thảo,Nam,2002-02-01,Đồng Nai,0528179399,CQ,CNTT,,
SV2971,Trần Tú Quân Nguyệt,Nam,2000-09-07,Cần Thơ,0402985460,CLC,CNTT,,
SV2972,Bùi Phương Hà,Nữ,1999-02-28,Gia Lai,0850592533,CLC,CNTT,,
SV2973,Hoàng Như Tân,Nam,2004-06-11,Bình Thuận,0989305854,VP,CNTT,,
SV2974,Huỳnh Hào Nam Nam,Nam,2002-05-23,An Giang,0422357129,CQ,CNTT,,
SV2975,Lê Thị Mai,Nữ,2003-11-22,Quảng Bình,0455302354,CLC,CNTT,,
SV2976,Võ Minh Diệu,Nữ,2004-03-05,Bà Rịa - Vũng Tàu,0655141941,CQ,CNTT,,
SV2977,Hoàng Huy Tú Đức,Nữ,2001-12-31,Cao Bằng,0670827598,CTTT,CNTT,,
SV2978,Trần Thị Đạt,Nữ,1999-09-05,Điện Biên,0849854917,VP,CNTT,,
SV2979,Bùi Văn Minh,Nam,2003-07-30,Thái Bình,0701978782,CLC,CNTT,,
SV2980,Huỳnh Hồng Phượng,Nam,2001-11-20,Hưng Yên,0900300614,CQ,CNTT,,
SV2981,Võ Hồng Thắng,Nữ,1999-03-01,Bắc Giang,0670416437,VP,CNTT,,
SV2982,Phạm Đức Đức,Nữ,2001-08-13,Bà Rịa - Vũng Tàu,0526354078,VP,CNTT,,
SV2983,Đỗ Quốc Việt Phúc,Nữ,2001-08-24,Thanh Hóa,0677776581,CTTT,CNTT,,
SV2984,Đỗ Đức Long Anh,Nữ,1999-07-28,Tuyên Quang,0848360198,VP,CNTT,,
SV2985,Bùi Đức Long Minh,Nam,1999-01-16,Lạng Sơn,0548546737,CLC,CNTT,,
SV2986,Đặng Thành Diệu,Nữ,2004-10-11,Sóc Trăng,0623019502,CQ,CNTT,,
SV2987,Hoàng Tú Minh,Nữ,1999-05-08,Bình Phước,0524037201,CQ,CNTT,,
SV2988,Đặng Văn Thúy,Nam,2002-02-15,Thừa Thiên Huế,0771267732,CTTT,CNTT,,
SV2989,Phạm Tú Quân Hải,Nữ,2006-03-29,Hưng Yên,0708455139,VP,CNTT,,
SV2990,Huỳnh Minh Hà Trường,Nam,2001-04-22,Tuyên Quang,0576855846,CLC,CNTT,,
SV2991,Huỳnh Huy Duy,Nữ,2002-09-08,Sóc Trăng,0964759209,CTTT,CNTT,,
SV2992,Đặng Văn Huy Minh,Nữ,2002-02-27,Sơn La,0308029805,CLC,CNTT,,
SV2993,Đỗ Phương Anh Khải,Nữ,2003-02-17,Đắk Nông,0575706404,CQ,CNTT,,
SV2994,Huỳnh Hào Nam Thành,Nữ,1999-12-07,Lào Cai,0852481273,CQ,CNTT,,
SV2995,Hoàng Huy Duy,Nam,2000-11-27,Gia Lai,0371415583,VP,CNTT,,
SV2996,Trần Như Đạt,Nam,2003-01-31,Tây Ninh,0639925200,CQ,CNTT,,
SV2997,Hoàng Đức Long Thắng,Nam,2001-11-13,Cao Bằng,0586664001,CLC,CNTT,,
SV2998,Đỗ Huy Hương,Nữ,1999-10-13,Kon Tum,0648517073,VP,CNTT,,
SV2999,Hoàng Tú Nam,Nam,1999-02-24,Cà Mau,0626413843,VP,CNTT,,
SV3000,Hoàng Tú Tuấn,Nam,2000-03-29,Quảng Nam,0598831115,CLC,CNTT,,
SV3001,Lê Thành Bình,Nữ,2002-08-15,Hà Tĩnh,0936975959,CLC,CNTT,,
SV3002,Hoàng Thành Điền,Nữ,2000-01-13,Nam Định,0632108373,VP,CNTT,,
SV3003,Nguyễn Huy Thùy,Nam,2002-08-15,Hòa Bình,0770646323,CQ,CNTT,,
SV3004,Đặng Quốc Việt Tú,Nữ,2003-04-14,Quảng Trị,0894922970,CQ,CNTT,,
SV3005,Lê Huy Tú Đức,Nam,2000-08-26,Bến Tre,0925866502,VP,CNTT,,
SV3006,Huỳnh Đức Nguyệt,Nam,2004-10-29,Tiền Giang,0423370923,CTTT,CNTT,,
SV3007,Phạm Thành Lan,Nam,2003-02-08,Hòa Bình,0516702600,CQ,CNTT,,
SV3008,Đỗ Phương Anh Bình,Nam,2004-09-03,Thái Nguyên,0939988508,CQ,CNTT,,
SV3009,Huỳnh Hồng Thắng,Nữ,1998-12-24,Bình Định,0579983910,CQ,CNTT,,
SV3010,Lê Minh Hà Anh,Nữ,2000-07-07,Bắc Giang,0640053216,CQ,CNTT,,
SV3011,Võ Thị Kim Ngân,Nam,2005-08-29,Quảng Ninh,0840437858,CQ,CNTT,,
SV3012,Huỳnh Thị Kim Bình,Nữ,2005-07-28,Phú Yên,0450834995,CTTT,CNTT,,
SV3013,Bùi Huy Khánh,Nam,2005-05-23,Hà Nội,0639450435,CQ,CNTT,,
SV3014,Trần Tú Quân Diệu,Nam,2001-11-12,Bình Thuận,0844385818,CLC,CNTT,,
SV3015,Hoàng Tú Quân Hồng,Nam,2000-08-30,Thái Bình,0828741067,CTTT,CNTT,,
SV3016,Hoàng Huy Tú Khải,Nam,2001-05-20,Hà Tĩnh,0856253410,CQ,CNTT,,
SV3017,Phạm Đức Tuấn,Nam,2003-04-01,Quảng Bình,0608179678,CQ,CNTT,,
SV3018,Bùi Thành Hà,Nam,2002-06-25,Sơn La,0960562103,CLC,CNTT,,
SV3019,Bùi Minh Đức,Nữ,2004-05-13,Long An,0428389627,VP,CNTT,,
SV3020,Phạm Văn Thảo,Nữ,2002-06-17,Gia Lai,0668390618,CQ,CNTT,,
SV3021,Võ Văn Tuấn,Nam,1999-07-07,Đắk Lắk,0803674685,VP,CNTT,,
SV3022,Phạm Hồng Ngọc,Nữ,1999-09-11,Lào Cai,0666055141,CLC,CNTT,,
SV3023,Huỳnh Minh Hà Đạt,Nam,2000-08-02,Trà Vinh,0354291937,CQ,CNTT,,
SV3024,Đặng Minh Tâm,Nam,2000-08-27,Nam Định,0863979368,CQ,CNTT,,
SV3025,Bùi Văn Huy Khánh,Nam,2003-01-02,An Giang,0845516223,CLC,CNTT,,
SV3026,Hoàng Minh Hà Mai,Nữ,1999-12-16,Hải Phòng,0993153995,CLC,CNTT,,
SV3027,Đặng Tú Quân Thắm,Nam,2000-06-26,Cao Bằng,0640935786,CQ,CNTT,,
SV3028,Hoàng Thành Quang,Nữ,2003-01-10,Ninh Bình,0556771484,VP,CNTT,,
SV3029,Đặng Văn Minh,Nữ,2001-10-19,Bắc Kạn,0460597830,CLC,CNTT,,
SV3030,Võ Đức Khánh,Nam,2005-11-19,Cao Bằng,0609589537,CTTT,CNTT,,
SV3031,Phạm Phương Anh Tâm,Nữ,2005-11-15,Hà Nam,0777634397,CLC,CNTT,,
SV3032,Lê Văn Huy Nguyệt,Nữ,2000-05-26,Đắk Nông,0464304635,CTTT,CNTT,,
SV3033,Phạm Như Bảo,Nữ,1999-11-20,Đắk Lắk,0834796324,CLC,CNTT,,
SV3034,Nguyễn Văn Huy Phúc,Nữ,2006-02-01,Cà Mau,0628551456,CQ,CNTT,,
SV3035,Lê Minh Hà Mai,Nữ,2001-10-10,Nam Định,0648120393,CTTT,CNTT,,
SV3036,Nguyễn Huy Tú Bình,Nam,2001-10-26,Hà Nội,0609551261,CLC,CNTT,,
SV3037,Huỳnh Tú Quân Khải,Nam,2004-09-09,Bạc Liêu,0579094789,CQ,CNTT,,
SV3038,Đỗ Quốc Việt Tâm,Nữ,2000-11-03,Bình Định,0762413845,CQ,CNTT,,
SV3039,Đỗ Huy Lan,Nữ,2003-09-07,Thái Nguyên,0791210531,VP,CNTT,,
SV3040,Đỗ Thị Kim Phong,Nữ,2002-06-17,Bà Rịa - Vũng Tàu,0337567378,VP,CNTT,,
SV3041,Bùi Như Điền,Nữ,2005-06-22,Hà Giang,0302171911,CQ,CNTT,,
SV3042,Bùi Huy Khải,Nam,2006-04-22,Lâm Đồng,0693135982,VP,CNTT,,
SV3043,Bùi Thị Kim Phượng,Nam,2000-09-19,Bạc Liêu,0605688793,CQ,CNTT,,
SV3044,Nguyễn Đức Long Hồng,Nữ,2006-03-28,Cao Bằng,0970695095,CTTT,CNTT,,
SV3045,Hoàng Văn Huy Bình,Nam,1998-11-19,Lào Cai,0524759157,CTTT,CNTT,,
SV3046,Phạm Thành Đức Thảo,Nam,2003-03-21,Bình Định,0896878852,VP,CNTT,,
SV3047,Đỗ Văn Quỳnh,Nữ,2005-03-12,Quảng Ngãi,0475888721,CTTT,CNTT,,
SV3048,Hoàng Văn Huy Thùy,Nữ,2003-12-28,Đà Nẵng,0697334462,CQ,CNTT,,
SV3049,Đỗ Phương Anh Hải,Nam,2002-04-26,Phú Thọ,0396221391,CTTT,CNTT,,
SV3050,Đỗ Văn Dương,Nữ,2002-01-09,Bình Thuận,0329614226,CQ,CNTT,,
SV3051,Lê Phương Anh Mai,Nam,2006-01-03,Khánh Hòa,0699807433,VP,CNTT,,
SV3052,Đỗ Văn Phúc,Nữ,2000-07-26,Bình Thuận,0659548827,CTTT,CNTT,,
SV3053,Hoàng Hào Nam Thành,Nữ,1999-03-07,Khánh Hòa,0653327623,CLC,CNTT,,
SV3054,Võ Như Linh,Nam,1998-10-02,Hải Phòng,0732153676,CQ,CNTT,,
SV3055,Lê Đức Ngân,Nam,2005-01-04,Long An,0353378145,VP,CNTT,,
SV3056,Hoàng Thị Kim Nam,Nam,2005-06-25,Bình Dương,0610880838,CQ,CNTT,,
SV3057,Lê Tú Quân Nam,Nam,2004-11-09,Hòa Bình,0640832302,CTTT,CNTT,,
SV3058,Trần Thị Kim Duy,Nữ,2004-11-12,Thái Bình,0520396004,CLC,CNTT,,
SV3059,Hoàng Minh Hà Trường,Nữ,2003-02-05,Hải Dương,0858033384,VP,CNTT,,
SV3060,Hoàng Hào Nam Linh,Nữ,2004-11-29,Sơn La,0648241942,CLC,CNTT,,
SV3061,Hoàng Tú Dương,Nữ,2000-01-10,Bình Phước,0830127769,VP,CNTT,,
SV3062,Võ Minh Hà,Nam,2002-12-23,Bắc Kạn,0889480551,CQ,CNTT,,
SV3063,Huỳnh Văn Huy Thành,Nam,2001-10-15,Quảng Trị,0879926198,CTTT,CNTT,,
SV3064,Đặng Tú Quân Nguyệt,Nam,2000-08-28,Hà Nam,0776365880,CTTT,CNTT,,
SV3065,Trần Như Điền,Nữ,2002-07-17,Điện Biên,0430260184,CLC,CNTT,,
SV3066,Bùi Hào Nam Thảo,Nam,2004-08-31,Bình Định,0888250584,CTTT,CNTT,,
SV3067,Phạm Huy Tú Điền,Nữ,2006-05-21,Bình Phước,0351010751,CLC,CNTT,,
SV3068,Lê Huy Tú Ngân,Nam,1998-10-28,Phú Yên,0308481155,CQ,CNTT,,
SV3069,Đặng Huy Trúc,Nữ,1998-07-09,Hải Phòng,0923519922,VP,CNTT,,
SV3070,Trần Đức Long Ngọc,Nữ,1999-12-06,Bình Dương,0562224442,CTTT,CNTT,,
SV3071,Bùi Đức Điền,Nữ,2000-11-02,Kiên Giang,0573943698,CQ,CNTT,,
SV3072,Nguyễn Thành Đức Ngọc,Nữ,2002-02-04,Kiên Giang,0958148153,VP,CNTT,,
SV3073,Trần Thành Đức Ngân,Nữ,2006-04-12,Sóc Trăng,0373532142,VP,CNTT,,
SV3074,Hoàng Huy Khải,Nữ,2005-05-01,Bắc Kạn,0756182785,CQ,CNTT,,
SV3075,Đặng Huy Tú Đức,Nữ,2000-02-20,Ninh Bình,0379211794,CQ,CNTT,,
SV3076,Nguyễn Huy Đức,Nữ,2001-11-10,Lâm Đồng,0502685144,CQ,CNTT,,
SV3077,Nguyễn Huy Tú Lan,Nam,2002-11-29,Đắk Lắk,0470947230,CTTT,CNTT,,
SV3078,Huỳnh Minh Tuấn,Nữ,2004-02-26,Bắc Kạn,0332880186,VP,CNTT,,
SV3079,Lê Tú Nam,Nữ,2002-03-31,Thái Nguyên,0979380592,CTTT,CNTT,,
SV3080,Phạm Hào Nam Thảo,Nam,2004-11-17,Nam Định,0673221609,CLC,CNTT,,
SV3081,Lê Thành Hà,Nữ,2003-12-30,Lào Cai,0406029155,CLC,CNTT,,
SV3082,Nguyễn Tú Quân Thắm,Nữ,1998-08-23,Cao Bằng,0839510817,CLC,CNTT,,
SV3083,Võ Huy Tú Lan,Nữ,2001-07-17,Hải Phòng,0773425617,CTTT,CNTT,,
SV3084,Huỳnh Phương Anh Minh,Nam,2002-02-18,Tây Ninh,0389425388,VP,CNTT,,
SV3085,Phạm Huy Tú Quỳnh,Nam,2006-05-14,Bình Dương,0668176214,VP,CNTT,,
SV3086,Hoàng Quốc Việt Quỳnh,Nam,1999-11-05,Long An,0555576777,VP,CNTT,,
SV3087,Trần Thị Kim Diệu,Nam,2004-03-04,Nam Định,0352068989,VP,CNTT,,
SV3088,Đỗ Văn Huy Ngân,Nữ,2000-05-18,Hải Phòng,0639819939,CTTT,CNTT,,
SV3089,Nguyễn Phương Tú,Nữ,1999-07-04,Bắc Kạn,0556139343,CTTT,CNTT,,
SV3090,Trần Đức Long Tân,Nữ,2005-01-02,Đắk Nông,0858322428,VP,CNTT,,
SV3091,Đặng Đức Long Mai,Nữ,2001-08-24,Bình Dương,0603108527,CTTT,CNTT,,
SV3092,Võ Tú Quân Hiếu,Nữ,2003-07-02,Bình Thuận,0449308043,CQ,CNTT,,
SV3093,Trần Thị Kim Đức,Nam,1999-03-10,Bắc Giang,0929301841,CTTT,CNTT,,
SV3094,Huỳnh Thị Nam,Nữ,2005-03-12,Long An,0794959568,CLC,CNTT,,
SV3095,Đỗ Văn Huy Đức,Nam,2003-10-25,Long An,0302496664,VP,CNTT,,
SV3096,Đỗ Hồng Hồng,Nam,2004-03-19,Kiên Giang,0643215484,CLC,CNTT,,
SV3097,Huỳnh Phương Trường,Nữ,2002-06-20,Quảng Nam,0468139184,VP,CNTT,,
SV3098,Hoàng Tú Tân,Nam,2002-07-28,Bình Dương,0919934939,VP,CNTT,,
SV3099,Trần Thị Phương,Nam,2003-08-19,Ninh Thuận,0806232330,CTTT,CNTT,,
SV3100,Phạm Thành Đức Minh,Nữ,2004-05-30,Long An,0500727968,VP,CNTT,,
SV3101,Lê Đức Thắng,Nữ,1998-11-21,Cần Thơ,0312462487,CLC,CNTT,,
SV3102,Nguyễn Huy Thúy,Nữ,2005-10-31,Hà Tĩnh,0433297903,CQ,CNTT,,
SV3103,Huỳnh Đức Long Trường,Nữ,2002-06-22,Ninh Thuận,0671992500,VP,CNTT,,
SV3104,Nguyễn Thành Đức Dương,Nam,1999-01-08,TP. Hồ Chí Minh,0702365141,VP,CNTT,,
SV3105,Huỳnh Đức Long Thảo,Nam,2006-02-20,Tuyên Quang,0825055009,CQ,CNTT,,
SV3106,Bùi Thị Quỳnh,Nữ,2000-07-26,Long An,0339712213,CLC,CNTT,,
SV3107,Đặng Quốc Việt Thanh,Nam,2001-09-25,Lạng Sơn,0766735681,CTTT,CNTT,,
SV3108,Huỳnh Thành Đức Thảo,Nữ,2003-03-08,Đà Nẵng,0806513020,VP,CNTT,,
SV3109,Huỳnh Thành Điền,Nam,2005-09-19,Gia Lai,0461055076,CTTT,CNTT,,
SV3110,Đặng Thành Hiếu,Nữ,2002-08-15,Cà Mau,0847092656,CQ,CNTT,,
SV3111,Hoàng Hồng Phương,Nữ,1998-10-23,Hải Dương,0386490174,VP,CNTT,,
SV3112,Lê Văn Huy Bảo,Nữ,2001-06-22,Quảng Bình,0432594604,CQ,CNTT,,
SV3113,Phạm Huy Tú Hoàng,Nữ,2003-06-14,Hải Phòng,0935922282,VP,CNTT,,
SV3114,Đặng Hồng Quang,Nữ,1999-11-22,Đồng Tháp,0712828426,CTTT,CNTT,,
SV3115,Huỳnh Tú Bảo,Nữ,2004-10-07,Cần Thơ,0626452485,CTTT,CNTT,,
SV3116,Hoàng Văn Phong,Nữ,2001-07-21,Phú Yên,0309471859,CQ,CNTT,,
SV3117,Trần Thị Ngọc,Nam,2002-07-21,Cao Bằng,0512268255,CQ,CNTT,,
SV3118,Bùi Đức Trang,Nữ,2004-12-08,Đồng Nai,0415507221,CQ,CNTT,,
SV3119,Bùi Thị Hà,Nữ,2002-11-19,Thái Nguyên,0826875468,CLC,CNTT,,
SV3120,Võ Thị Hương,Nam,2003-10-18,Bình Thuận,0768554847,CTTT,CNTT,,
SV3121,Bùi Hồng Phong,Nam,2002-12-24,Quảng Trị,0990161135,CQ,CNTT,,
SV3122,Đỗ Như Bình,Nam,1999-12-18,Đắk Nông,0799500545,VP,CNTT,,
SV3123,Lê Phương Anh Hồng,Nam,2004-03-05,Sóc Trăng,0837619148,CTTT,CNTT,,
SV3124,Huỳnh Thành Khải,Nữ,2004-12-11,Hải Phòng,0845927333,CTTT,CNTT,,
SV3125,Bùi Thị Hương,Nam,2001-05-13,Vĩnh Long,0735389935,CTTT,CNTT,,
SV3126,Trần Quốc Việt Thùy,Nam,2005-11-17,Bình Thuận,0634607788,CTTT,CNTT,,
SV3127,Hoàng Thành Đức Phương,Nữ,2006-06-06,Bình Định,0448802717,VP,CNTT,,
SV3128,Huỳnh Đức Long Tuấn,Nữ,2005-11-26,Lạng Sơn,0338357067,VP,CNTT,,
SV3129,Đỗ Đức Long Quang,Nữ,2005-03-29,Đồng Nai,0316739921,VP,CNTT,,
SV3130,Nguyễn Văn Tâm,Nam,2004-11-05,Đồng Tháp,0831310693,CQ,CNTT,,
SV3131,Võ Phương Anh Khải,Nữ,2001-01-26,Đắk Nông,0604408131,CQ,CNTT,,
SV3132,Huỳnh Đức Dương,Nữ,2002-12-29,Bắc Kạn,0309014273,CTTT,CNTT,,
SV3133,Đặng Thị Kim Thanh,Nam,1999-08-11,Bắc Ninh,0681943227,CQ,CNTT,,
SV3134,Lê Phương Đức,Nam,2004-05-13,Ninh Thuận,0925752478,VP,CNTT,,
SV3135,Phạm Tú Quân Hồng,Nữ,2003-03-06,Đồng Tháp,0644130477,CLC,CNTT,,
SV3136,Trần Thị Kim Phúc,Nam,2005-10-27,Bắc Kạn,0751276650,CTTT,CNTT,,
SV3137,Phạm Phương Thanh,Nữ,2004-11-26,Sóc Trăng,0544532325,CTTT,CNTT,,
SV3138,Trần Tú Thắm,Nữ,2002-10-06,Đồng Tháp,0514389404,VP,CNTT,,
SV3139,Đặng Hào Nam Tuấn,Nữ,2004-07-25,Thừa Thiên Huế,0905592157,CTTT,CNTT,,
SV3140,Hoàng Thị Kim Bình,Nam,2004-12-01,Cà Mau,0452955416,CQ,CNTT,,
SV3141,Võ Minh Thành,Nam,2004-12-11,Lạng Sơn,0880560758,CLC,CNTT,,
SV3142,Trần Tú Đức,Nam,1998-11-26,Lâm Đồng,0587282324,CLC,CNTT,,
SV3143,Phạm Tú Đạt,Nữ,2002-07-24,Hà Nội,0691556739,CQ,CNTT,,
SV3144,Võ Thị Trang,Nam,2004-11-15,Hà Giang,0671527802,CQ,CNTT,,
SV3145,Lê Văn Diệu,Nam,2006-03-11,Thanh Hóa,0498900969,CLC,CNTT,,
SV3146,Hoàng Thị Kim Thùy,Nữ,2000-06-27,Thái Nguyên,0663029622,CQ,CNTT,,
SV3147,Võ Thành Thanh,Nữ,2004-11-14,Quảng Bình,0633424584,CQ,CNTT,,
SV3148,Huỳnh Hồng Hồng,Nam,2003-05-27,Hà Tĩnh,0351185196,CTTT,CNTT,,
SV3149,Trần Hồng Thắm,Nam,2005-12-07,Quảng Ngãi,0718638463,VP,CNTT,,
SV3150,Hoàng Đức Hưng,Nữ,2002-08-27,Hà Giang,0974217839,CTTT,CNTT,,
SV3151,Hoàng Minh Phúc,Nữ,2001-05-08,Đắk Nông,0815457183,CTTT,CNTT,,
SV3152,Đặng Đức Thanh,Nữ,2000-10-11,Bắc Giang,0383980665,VP,CNTT,,
SV3153,Hoàng Minh Hà Ngọc,Nam,2005-11-07,Đà Nẵng,0425277359,CQ,CNTT,,
SV3154,Đặng Phương Anh Quang,Nữ,2001-04-12,Cà Mau,0617845607,CTTT,CNTT,,
SV3155,Phạm Huy Tú Tâm,Nữ,1999-07-02,Nghệ An,0801717779,CTTT,CNTT,,
SV3156,Nguyễn Tú Quân Thúy,Nữ,2000-05-25,Bình Phước,0808409492,CQ,CNTT,,
SV3157,Hoàng Thị Hải,Nam,2002-11-30,Thái Nguyên,0306869876,VP,CNTT,,
SV3158,Đỗ Như Đức,Nam,2001-10-23,Ninh Bình,0507466638,CLC,CNTT,,
SV3159,Nguyễn Thành Tú,Nam,2005-11-30,Nam Định,0856790763,CLC,CNTT,,
SV3160,Huỳnh Hào Nam Khánh,Nam,2004-02-18,Đồng Tháp,0843851228,CQ,CNTT,,
SV3161,Huỳnh Đức Đạt,Nam,2005-08-19,Lâm Đồng,0711511365,CLC,CNTT,,
SV3162,Đỗ Minh Tâm,Nam,1999-07-13,Đắk Lắk,0774931703,CQ,CNTT,,
SV3163,Hoàng Huy Tú Hồng,Nữ,2004-01-07,An Giang,0385963420,CLC,CNTT,,
SV3164,Hoàng Đức Tuấn,Nam,1999-03-06,Cao Bằng,0473458832,CLC,CNTT,,
SV3165,Lê Quốc Việt Trúc,Nam,2003-12-15,Hải Dương,0457587276,VP,CNTT,,
SV3166,Đỗ Thành Đức Thanh,Nữ,2000-03-20,Quảng Ngãi,0730887861,VP,CNTT,,
SV3167,Phạm Văn Nam,Nam,2005-04-17,Yên Bái,0619318757,VP,CNTT,,
SV3168,Đặng Đức Linh,Nam,2005-12-22,Bắc Ninh,0978282875,CQ,CNTT,,
SV3169,Đỗ Minh Hà Đức,Nam,2002-02-04,Cà Mau,0649542169,CLC,CNTT,,
SV3170,Phạm Hồng Bình,Nữ,2001-05-16,Hải Phòng,0569616618,CTTT,CNTT,,
